Latitud,Longitud
9.329831160252915,-73.80067480625517
1.073183878634282,-73.247958917598
6.274750170499841,-73.40296491947585
3.854685600969222,-73.55729680054654
9.011217016317563,-74.88814229270139
2.162601679473102,-78.45802165978523
3.15705231671047,-68.23717765066344
1.756168376701382,-69.0157722010723
4.477243182009994,-68.47738516020117
4.428186280321155,-71.4877418566723
6.365648100139368,-76.28074995945597
6.606813415185862,-72.02997438042495
9.29038841928875,-74.10410561567386
3.982031735033609,-71.90553627454518
0.644942489128976,-70.37329346891508
2.572510043323691,-72.80904720254577
2.127579099070156,-75.97991989409896
4.787385759875198,-76.66866826462936
0.677741415256449,-73.13816263944454
3.561377468549207,-70.55327157308216
1.1208473920066,-74.27474298062592
3.063473750799988,-72.77332701267399
4.26875345593091,-72.67819741108976
2.986304518483183,-76.35421332423839
6.668566769111986,-72.12993372148398
2.255382853825697,-70.18524503243344
7.617600311971798,-74.5732008979507
6.506647428921537,-70.63304214145
4.99182990315884,-68.30898937128238
4.268382737126495,-74.86297334702274
5.738154388208033,-74.66615421821608
3.935108736058185,-68.11026812379899
7.770783499586376,-73.52313366036165
2.775166768434875,-72.2333944214357
10.75616227134305,-75.20505001098886
5.79160997812091,-74.90388560785506
3.462954509717036,-72.17279847246814
8.87363189971593,-75.40532317915921
5.441143343344644,-72.35477308843421
1.714557079226898,-70.89317880407634
1.379363222244613,-75.82242357750415
5.28520684027113,-75.30241024821886
2.418661411954572,-74.07808759114185
8.338685864416018,-77.19723119645637
7.157476075546709,-74.91253760913705
2.099394986544097,-70.14010173477207
1.565832107725896,-73.69877819117696
3.808947122509759,-69.04639922387791
7.193199883390306,-76.56299735153465
5.517713683019108,-68.73105919889878
10.623775056909745,-75.22016785695084
4.28267730518033,-73.65216181598754
2.104328906862632,-77.51277887743244
5.409961706468724,-76.88806729207572
6.432658680750849,-71.87108841469349
1.71186091230743,-75.06434837124074
10.78809344150218,-72.75740580001886
4.440780156954743,-71.22640710951627
8.848036762359374,-73.83753450276588
4.292641097267829,-76.99023998347838
0.698036263810586,-72.6861361603913
8.70365070249465,-73.54130866819293
7.370898366694558,-76.64861896700975
1.34530069824188,-70.7226862742184
4.103559880345196,-74.35470429137781
2.274562635625412,-68.62637460315392
8.083943328562441,-75.80952525482604
0.727550426581982,-69.79089405968864
7.245184511092597,-77.79315885613218
3.361259104097617,-70.17496609685301
8.187619400844712,-76.48354276708123
4.168426121794131,-70.74552462745133
2.756500520652732,-73.54453115294136
6.511633099132454,-71.03933183418192
4.640853510744145,-76.1443665143407
3.844077216717336,-75.70256141403244
6.047188212336151,-70.66868875267716
5.249967614257187,-71.41050699970502
6.892496884997394,-71.12544904197523
3.951318232764507,-69.23116479781154
8.236338371354531,-73.08914138287902
2.386491113824747,-69.64576323498216
2.735100179296317,-74.99233011055811
2.784500954150942,-72.82114232714919
8.297824751427918,-76.52022426563677
5.032106942226648,-76.44313435689317
4.206111558908061,-69.518818672388
4.959626931641171,-74.5636695100917
7.812300255223881,-75.85849183669399
5.593856329434479,-69.19588308144637
0.47218150502866,-76.37220621259188
2.496651401219196,-76.76767086951321
4.695909199648428,-73.82359758165545
4.978539121533224,-71.72212495333775
6.029430665545075,-75.25312706067555
0.748180521125299,-77.21700614251029
1.376708370175708,-71.36471989128653
7.062968607673826,-72.9970469854763
5.869666318828579,-73.97655064842625
1.835436059300802,-76.92644912731514
2.375293258773599,-72.76681901395575
2.918784523579504,-74.07863935503876
3.555995202772434,-76.53014985004565
1.498884668257683,-75.98964568922412
3.872143960715944,-69.42755613211449
2.215694000287417,-71.56425647590747
6.90467494718723,-72.16558366884205
4.866842357740377,-74.30118952512281
3.788252570946819,-70.70799270005521
2.127676226084349,-68.47071200656592
1.959516444798219,-76.47244845055766
1.910636582341561,-77.83667267860848
0.962929007143108,-71.65330766150453
2.950175907178961,-71.09122961335416
6.100352793099517,-68.63252123987255
2.285309191809164,-72.63687304527228
4.336846427953913,-69.45237484951997
6.620808660699552,-69.91733267772439
5.985793878170315,-68.60963297617492
9.214300955957764,-74.05741514199204
6.243638300458525,-72.15807357134231
4.100211885619077,-74.55881387791051
5.438697144487833,-71.5523142151078
3.011170334901236,-69.89105746446846
6.93929830393915,-75.97701882870754
6.810552497959147,-71.76174295224459
7.033395678210342,-77.20081610352345
4.347100434483085,-69.03940893226157
5.063219264415922,-73.37159322633698
5.643027562541736,-70.25691031194077
2.118246306216488,-69.29873307840532
1.060307431648219,-77.61211440170219
6.103748800941615,-70.98973520365644
9.063820512733942,-75.38348278178316
3.282163948717283,-73.10164849496535
6.026523753443526,-72.64664984772612
3.077894944963269,-73.3413770320739
2.383015425930894,-74.85791307751762
3.704557114966396,-68.79949285094939
5.693965520861283,-68.31972590902681
7.794775189785368,-75.90688863334314
6.972903244348381,-76.71335957029146
2.936304178448375,-69.01357664783677
3.036441239520168,-71.17069796871472
4.413584993920948,-72.90812854475148
8.763487710453894,-73.17106623261324
7.372350508944046,-77.8176283898251
6.581249730883789,-75.9582408194187
4.700989912221604,-76.86654478138807
2.105342821659842,-72.33069593821975
4.896890262238402,-68.41886776223548
7.370290836374786,-76.99693180436283
1.110029637881735,-71.58412576163579
9.440930560650965,-75.46059719298866
3.39227777100007,-73.35402063709768
0.636475620896755,-70.22436977482107
7.58535256811001,-72.46389248463755
5.042070754732044,-74.7276034253621
2.955582419981857,-68.81530394576144
7.456816404870452,-72.47126067940077
1.06129794178123,-74.48666352420867
5.160629659681056,-76.356952633089
7.485130792590389,-74.24039715321844
5.906091998070762,-71.94536840133836
10.599714379203098,-73.17695089444621
2.753786870458531,-73.43632984815338
2.358362569181556,-75.92771439842338
2.203759849161485,-71.86830382654169
0.503073787452093,-74.62335342994827
3.394810204731862,-68.6374755847158
9.48696766312297,-73.44856520872125
5.412936163863659,-76.24130245858842
5.756215890366132,-73.92673650752845
7.882035228211106,-74.49638400402378
6.801741380879417,-75.04568074491992
6.928610037746532,-76.69139123138643
3.294780096183589,-69.34908841434671
2.894385540317595,-76.52663040612572
7.857682617669464,-75.89741804496614
3.717395643213212,-69.48531172970219
0.848968587166205,-73.58044200545986
2.935752062274362,-73.28639064941986
6.00957627597714,-76.29681508834076
10.925769604488645,-72.64069154851488
2.908117489568397,-75.14356517086901
6.186999486432603,-74.16553191142036
1.831025325713691,-75.79619748160259
2.867555789985986,-72.05596142635082
3.326161568655404,-69.29516384221874
3.997927307253248,-75.47073853284205
3.092427931769834,-71.3293386273066
6.756139425983061,-72.43705816959117
1.498347747332464,-72.27562234474551
0.618145381941697,-73.78679450610974
3.212889254976105,-72.83246716176622
6.599083542098986,-76.16720237471237
11.076639741956363,-73.578344020065
8.539164700278613,-76.45420014063072
9.712590289005746,-74.48233719627267
6.4083863736509,-75.92267086360849
5.543906873610457,-70.9177541735922
0.748926619755427,-73.90753102356862
3.683176146700984,-75.78558941196442
3.088852770521588,-69.4071485165858
1.318021941488183,-73.45342292254848
2.580624846357884,-78.44954132576295
5.576962392631286,-74.83154225542734
2.94078493290328,-70.53151486884695
2.301939807361645,-69.77814862355096
2.65989411887322,-68.83245162621495
2.295670846602885,-68.41915922805214
2.641416612328223,-70.76796146736213
4.385932630580327,-74.46511901503541
5.419248428733467,-70.4532016579853
10.424655172729668,-73.7067974453676
0.830191280622913,-71.71450573938908
4.857847487079988,-77.06471940230539
2.416865711257725,-71.3759794162415
2.88379564623175,-73.04925775874604
6.867325944529203,-77.16304576810565
3.158015192528141,-71.21892566815548
2.187241661086983,-78.0528504683644
5.867712061096936,-70.56223163263101
8.885456771575585,-75.05764020424552
9.704010325689826,-74.05147474280477
0.763671490132293,-71.47400013810821
5.224836672445892,-71.43640988202971
3.28467159496629,-71.93615531897807
5.774298686891707,-72.5873081104618
1.908833430058399,-76.2946196933249
6.057533746546534,-72.14818908864123
0.90187976344038,-71.61655767785322
8.149252148047973,-74.90367196518767
1.852841037524533,-71.21422661902899
10.658013915685165,-73.10607147189279
2.557289733945223,-71.68036675120827
5.254117428521921,-74.67287576149965
8.252076875744851,-72.46473431160084
0.903830818583559,-74.87558679603238
10.322050414458568,-74.24050642297033
2.497172644367049,-70.06719309164568
6.521463289997541,-76.82066374390969
10.192991003065842,-74.56315212164262
2.293272428724681,-70.69188709845399
0.848731231729351,-73.44050442821444
6.669714268130476,-74.19141201748377
1.322611758076939,-75.64612177407804
4.35880952946389,-70.3622851683526
4.225104401354976,-68.4587518150064
2.333382199114699,-72.757403700738
2.879901475546061,-74.83094632951342
3.462943563352369,-69.30408819512967
2.179880416423575,-74.27856993536001
1.966574999681763,-77.87161109145103
7.427159169895492,-73.35663846155863
3.136707187640023,-68.82902914991273
1.644272344297727,-78.09808250894211
2.206349937071705,-72.7328769335729
5.17123005890552,-77.30308905619056
1.995102630840964,-72.31447435927679
1.557960377617783,-77.97533439229396
10.252636472493649,-75.16703513644399
3.157157348550404,-73.95398281449755
6.743210352348629,-72.26869075726357
2.167773785180057,-76.1004376765733
0.593397274602284,-71.7548158080734
11.528841807514233,-72.94026560887741
8.75293925244802,-75.88474694068611
4.830600842338182,-72.37470454708406
7.332477781873418,-72.41333002009995
1.574945008465322,-75.88763564216377
0.596371747927212,-74.18914966487378
1.61248626790865,-72.24967320260015
1.892863669222924,-75.10372443522043
5.013384609676756,-72.92730525927877
6.682384674534554,-74.6631088498007
1.541482743445416,-74.32153279547778
7.280793880760784,-75.70066562584294
4.744666906716252,-68.34830903113304
7.791742851508265,-76.97789226856365
3.356548765336436,-68.11762212526679
3.128853051953839,-74.01676451803183
1.193874755366507,-75.3071876465638
7.116646775187718,-74.3836791362362
2.040769313062502,-76.40826210878389
3.386680970248706,-68.74419538427274
1.590720728003892,-78.59054698971339
10.40473056353191,-73.77722419134328
10.810930400775813,-74.50393212136882
4.086423771865464,-68.16880132328252
1.102301288236151,-70.72955388813944
2.033260575278351,-69.93470924581611
3.432651937607356,-72.19418208260595
1.024548305295589,-77.87236968949114
3.509724732626483,-68.4473468377609
2.591148974724298,-69.90885237805595
0.958772722192314,-76.93311893401507
6.105810722152401,-68.13561195963922
2.712434219845551,-73.13197955805568
2.017373872857978,-71.54235356487918
2.722245250125315,-72.49952502704241
3.447602191617872,-72.82142437695077
0.870188986703175,-72.4428483922313
5.797100591613126,-69.86699496933507
1.977508414133215,-75.62655191867368
11.281757453110648,-72.86270851937046
7.04586749856027,-73.30766859722239
1.148066747319809,-73.99690207489411
6.321466242417437,-73.02424503863077
8.40575238447725,-72.53054265631111
5.772116744925111,-73.34539443354635
1.531465862426604,-75.63293977157308
5.760675550604565,-72.32483503206186
2.808322460214825,-74.57199949099744
3.24249540871809,-73.40907931798075
0.876270036101895,-73.91739431869688
0.837523169195427,-75.25681126040047
10.68411721658791,-75.35095858082609
2.418861734662175,-73.2175464448112
1.509398298064647,-76.19643759880336
2.360117674103198,-77.79357787533421
4.622475514993286,-69.74565178539241
7.138711377140013,-77.03722617373944
5.130980443895968,-75.96990804187739
0.665476051738051,-74.5884706059748
